income_stability,average_eligible_emi,average_usable_salary,average_monthly_credit,employer_category,employment_tenure_years,average_month_end_balance,bounce_count,gambling_transaction_count,active_loans_count,has_credit_card,has_personal_loan,has_home_loan,credit_exposure_intensity,average_obligation_to_income_ratio,credit_score
STABLE,86085.91,250222,396248.88,Category B (Private Ltd),2.09,114260.24,0,0,4,1,1,1,5,45.92,706
UNSTABLE,52638.18,104356,297340.45,Category B (Private Ltd),10.45,5681.24,0,0,5,1,1,1,5,41.37,599
STABLE,65019.78,199608,330341.81,Category B (Private Ltd),3.04,464747.15,0,0,4,0,1,1,4,53.68,758
STABLE,120145.33,288695,397545.78,Category A (MNC/Govt/PSU),8.11,741011.69,0,0,1,0,0,0,1,13.47,778
STABLE,32508.61,68859,203556.47,Category C (Partnership/Proprietorship),0.31,124935.55,0,0,3,0,1,0,4,33.98,701
FLUCTUATING,29084.37,71913,161365.77,Unlisted,2.32,3604.99,0,0,1,0,0,0,1,92.0,496
FLUCTUATING,36518.19,108328,248221.45,Unlisted,1.32,527001.19,0,0,2,0,0,1,3,89.25,582
STABLE,7932.88,20112,36341.88,Category A (MNC/Govt/PSU),11.07,44459.17,0,0,2,1,0,0,3,38.2,715
STABLE,46962.35,106320,181470.07,Category C (Partnership/Proprietorship),1.89,4030.98,0,0,1,0,1,0,1,10.52,621
FLUCTUATING,47938.96,134506,388359.19,Category B (Private Ltd),0.13,473719.9,0,0,3,0,0,1,3,54.06,685
UNSTABLE,6025.04,10247,11415.52,Category A (MNC/Govt/PSU),21.79,37235.33,0,0,2,0,1,1,2,46.31,624
UNSTABLE,114090.34,243543,243705.18,Category A (MNC/Govt/PSU),2.35,5362.23,0,0,2,1,0,0,3,21.28,553
FLUCTUATING,82610.16,263831,496347.21,Category B (Private Ltd),19.2,553880.24,0,0,4,0,1,1,5,37.9,696
STABLE,149837.98,289649,337584.46,Category B (Private Ltd),3.29,1234425.32,0,0,5,1,1,1,5,57.8,738
STABLE,7669.97,20856,50843.17,Category B (Private Ltd),6.95,12829.05,0,0,3,1,0,0,4,58.62,673
FLUCTUATING,101604.62,293041,389287.79,Category A (MNC/Govt/PSU),1.93,1462248.13,0,0,2,1,0,0,2,76.27,666
STABLE,108298.25,180655,310224.76,Category C (Partnership/Proprietorship),2.41,554902.44,0,0,1,0,0,1,2,41.52,745
STABLE,50254.11,87313,160490.91,Category A (MNC/Govt/PSU),0.89,353028.43,0,0,3,0,1,1,3,48.29,741
STABLE,46578.97,93956,172052.5,Category A (MNC/Govt/PSU),12.11,202331.1,0,0,5,1,1,1,6,44.47,783
STABLE,135550.57,238749,492185.45,Category B (Private Ltd),5.85,176328.82,0,0,0,0,0,0,0,35.26,736
STABLE,115573.56,238934,414498.49,Category A (MNC/Govt/PSU),0.2,474607.9,0,0,4,1,1,1,4,76.23,719
FLUCTUATING,95484.55,215573,269415.94,Category A (MNC/Govt/PSU),9.56,740431.38,0,0,5,1,1,1,6,46.4,719
STABLE,44063.14,120159,148253.79,Category A (MNC/Govt/PSU),9.03,303252.98,1,0,3,0,1,1,3,79.99,699
STABLE,167938.42,287884,385731.45,Unlisted,14.55,1415763.25,0,0,5,1,1,1,6,68.21,698
STABLE,26305.49,56939,101646.3,Category A (MNC/Govt/PSU),4.6,175373.34,0,0,3,0,1,0,4,48.88,740
STABLE,45538.14,106108,203153.61,Category B (Private Ltd),5.38,370705.25,0,0,5,1,1,1,5,37.96,745
STABLE,126715.47,253543,506338.62,Category B (Private Ltd),3.44,528861.04,0,0,3,0,1,0,3,70.45,727
STABLE,10878.03,26396,54720.8,Category B (Private Ltd),11.02,119139.68,0,0,0,0,0,0,0,91.9,665
STABLE,53025.9,111471,242088.75,Category B (Private Ltd),1.86,193783.0,0,0,0,0,0,0,0,35.14,749
STABLE,104068.5,248750,298658.95,Category C (Partnership/Proprietorship),2.27,1156517.1,0,1,1,0,1,0,2,43.11,665
STABLE,19627.81,40697,77587.35,Category B (Private Ltd),1.13,44645.72,0,0,2,1,0,0,2,75.9,653
STABLE,126256.94,276008,605197.64,Category B (Private Ltd),6.85,880056.22,0,0,3,1,0,1,3,73.5,736
STABLE,35265.63,86803,232147.66,Category B (Private Ltd),0.15,48317.41,0,0,4,0,1,1,5,67.5,687
FLUCTUATING,57870.19,154245,265749.84,Category B (Private Ltd),0.01,692929.44,0,0,5,1,1,1,5,89.61,609
UNSTABLE,104012.81,280796,760521.72,Category C (Partnership/Proprietorship),8.07,369269.8,0,0,2,0,0,0,2,63.14,611
UNSTABLE,48053.35,89712,130141.38,Category A (MNC/Govt/PSU),4.45,426554.06,0,0,1,0,0,1,1,14.64,694
STABLE,9164.2,26722,44324.93,Category B (Private Ltd),4.61,20429.54,0,0,5,1,1,1,5,87.52,621
FLUCTUATING,12823.18,38337,44830.84,Category C (Partnership/Proprietorship),2.78,163676.25,0,0,1,1,0,0,2,41.14,655
UNSTABLE,64886.54,111119,281185.15,Category C (Partnership/Proprietorship),0.95,304763.83,3,0,2,1,1,0,3,82.32,424
STABLE,116267.57,215219,572226.15,Category C (Partnership/Proprietorship),1.03,11905.52,0,0,0,0,0,0,0,22.31,654
STABLE,60257.18,140263,230273.99,Category C (Partnership/Proprietorship),10.21,385310.71,0,0,2,0,1,0,2,17.28,751
STABLE,16345.12,44723,122670.9,Unlisted,2.07,133373.69,0,0,3,0,0,1,4,32.28,695
FLUCTUATING,131189.47,231070,286449.37,Category A (MNC/Govt/PSU),8.26,805016.96,0,0,1,0,0,0,1,58.91,727
STABLE,96239.88,223423,463209.9,Category A (MNC/Govt/PSU),0.89,541757.77,0,0,0,0,0,0,0,61.49,733
FLUCTUATING,39189.39,86427,231330.43,Unlisted,1.0,50746.15,0,0,1,1,0,0,1,56.94,609
STABLE,43072.43,84667,139177.44,Category C (Partnership/Proprietorship),3.99,327137.12,1,0,4,1,1,0,4,17.65,682
STABLE,29968.29,57083,90823.99,Category C (Partnership/Proprietorship),5.52,271233.86,0,0,0,0,0,0,0,74.54,699
FLUCTUATING,51679.93,171172,225408.58,Unlisted,3.71,17073.69,0,0,2,1,0,0,3,53.78,593
UNSTABLE,29064.3,78743,144017.28,Category A (MNC/Govt/PSU),0.73,145007.74,1,0,5,1,1,1,6,12.27,606
STABLE,35380.36,60262,164376.56,Category A (MNC/Govt/PSU),0.6,19808.49,0,0,5,1,1,1,6,35.71,709
STABLE,37233.3,70690,171357.53,Category A (MNC/Govt/PSU),4.66,34773.7,0,2,5,1,1,1,6,53.04,587
FLUCTUATING,90207.85,159030,255984.21,Category B (Private Ltd),6.74,791149.8,0,0,1,0,0,0,1,86.99,619
UNSTABLE,15540.39,43351,104892.61,Category A (MNC/Govt/PSU),1.91,4139.8,0,0,4,1,0,1,4,19.14,575
STABLE,106687.11,189009,215502.63,Category A (MNC/Govt/PSU),5.89,5352.7,0,0,0,0,0,0,1,60.97,626
STABLE,17622.31,44070,85707.33,Category A (MNC/Govt/PSU),0.08,86957.22,0,0,1,1,0,0,2,15.96,747
STABLE,91894.69,185862,229615.05,Unlisted,9.99,14941.79,0,0,0,0,0,0,1,67.65,649
FLUCTUATING,126924.09,268558,711472.27,Unlisted,1.78,20364.85,2,0,3,0,1,0,3,15.29,486
STABLE,98916.53,219962,400120.18,Unlisted,0.72,458005.94,0,0,0,0,0,0,0,90.08,641
STABLE,68351.97,191214,318759.98,Category B (Private Ltd),11.79,935359.84,3,0,4,1,1,0,5,94.93,550
STABLE,121669.77,219803,256138.66,Category B (Private Ltd),1.22,19861.05,0,0,2,0,1,0,2,92.73,588
STABLE,144537.75,243354,422720.24,Category B (Private Ltd),6.24,1082509.7,0,0,4,1,0,1,4,54.67,774
STABLE,11784.2,26833,38013.9,Category B (Private Ltd),7.11,131290.23,0,0,2,1,1,0,3,11.97,728
STABLE,42754.17,99217,181665.62,Category C (Partnership/Proprietorship),2.29,167093.78,0,0,4,1,1,0,4,72.56,682
STABLE,125493.21,251198,438029.28,Category C (Partnership/Proprietorship),3.81,20532.66,2,0,2,0,1,0,3,86.61,492
FLUCTUATING,12277.08,22952,53753.33,Category B (Private Ltd),1.07,9806.75,0,0,3,0,1,0,4,41.14,595
STABLE,68624.25,115747,171268.88,Category C (Partnership/Proprietorship),4.86,385161.14,0,0,5,1,1,1,6,55.52,725
STABLE,140529.21,252070,439624.64,Category A (MNC/Govt/PSU),7.43,805438.26,1,0,1,0,1,0,2,89.71,660
STABLE,107165.49,287460,589722.99,Category A (MNC/Govt/PSU),8.25,1207834.09,0,0,3,1,1,0,3,47.41,762
STABLE,167383.52,286389,614937.77,Category B (Private Ltd),9.14,775212.05,1,0,1,0,1,0,1,60.73,706
STABLE,60415.39,151636,274377.85,Category C (Partnership/Proprietorship),4.5,603059.43,0,0,2,0,1,0,2,81.68,652
STABLE,95008.95,166252,379020.12,Category A (MNC/Govt/PSU),1.24,746477.47,0,0,4,0,1,1,5,75.54,730
STABLE,129897.21,226513,374177.52,Category A (MNC/Govt/PSU),6.17,974461.57,0,0,4,1,1,1,5,65.66,725
FLUCTUATING,6043.58,14718,21058.83,Category B (Private Ltd),8.95,20779.65,0,0,2,1,0,0,2,10.31,627
FLUCTUATING,53859.95,131246,293054.97,Category B (Private Ltd),3.5,320608.26,0,0,3,0,0,1,3,34.71,701
STABLE,39981.72,80714,204280.43,Category A (MNC/Govt/PSU),8.08,309866.26,0,0,0,0,0,0,1,93.41,714
UNSTABLE,96995.99,172590,368849.74,Category A (MNC/Govt/PSU),0.6,473768.43,0,0,5,1,1,1,5,61.15,618
STABLE,51070.1,116568,309254.76,Category B (Private Ltd),1.45,193346.72,0,1,3,1,1,1,3,74.65,647
STABLE,62012.69,206189,360855.06,Category A (MNC/Govt/PSU),2.69,475433.78,0,0,3,0,0,1,4,36.21,758
STABLE,62679.7,161322,277840.85,Category B (Private Ltd),1.31,477445.43,1,0,2,0,1,0,3,43.87,701
FLUCTUATING,21278.1,49387,60999.57,Category B (Private Ltd),9.13,184531.09,0,0,5,1,1,1,6,57.47,696
STABLE,77746.23,194834,450751.73,Category A (MNC/Govt/PSU),6.39,778227.41,0,0,5,1,1,1,5,46.03,766
STABLE,140977.93,236286,327566.64,Category C (Partnership/Proprietorship),4.01,765788.24,1,0,0,0,0,0,0,44.71,712
STABLE,13074.62,29449,51935.05,Category A (MNC/Govt/PSU),4.82,51591.23,0,0,1,1,0,0,2,28.17,734
STABLE,98345.13,217267,617862.07,Category C (Partnership/Proprietorship),17.33,748248.29,0,0,0,0,0,0,0,56.22,758
FLUCTUATING,72336.03,186120,358540.03,Category C (Partnership/Proprietorship),11.69,691671.82,0,0,4,1,0,1,4,11.73,701
STABLE,36714.35,98859,266088.08,Category B (Private Ltd),4.35,155300.63,0,0,1,0,1,0,2,82.92,673
FLUCTUATING,22105.83,66955,81723.54,Category C (Partnership/Proprietorship),10.66,287835.64,0,0,5,1,1,1,5,76.58,626
STABLE,47136.19,108172,302884.53,Category B (Private Ltd),15.08,1477.05,2,0,1,0,0,0,2,65.25,557
STABLE,42358.51,137208,280257.44,Category B (Private Ltd),1.83,520943.98,1,0,0,0,0,0,0,52.23,727
STABLE,80524.81,237021,599941.98,Category C (Partnership/Proprietorship),0.67,1168622.32,1,0,4,1,1,0,4,59.47,679
FLUCTUATING,63967.63,149771,348633.89,Category A (MNC/Govt/PSU),2.03,11600.45,0,0,5,1,1,1,5,11.92,628
STABLE,5771.87,10761,11498.88,Unlisted,12.53,27053.15,0,0,0,0,0,0,0,75.69,661
FLUCTUATING,59827.61,181064,229209.74,Category A (MNC/Govt/PSU),0.23,726255.87,0,0,2,1,0,0,3,38.87,706
STABLE,61678.55,120083,158903.51,Category A (MNC/Govt/PSU),4.53,375278.35,0,0,0,0,0,0,0,71.06,740
STABLE,4124.63,10290,14894.28,Category B (Private Ltd),10.82,20553.67,1,0,2,1,0,0,2,83.17,599
STABLE,65401.84,200808,272549.35,Category B (Private Ltd),3.41,975751.74,1,0,1,1,0,0,1,67.32,684
FLUCTUATING,73526.99,195711,348916.25,Category A (MNC/Govt/PSU),7.99,918514.06,0,0,3,0,1,1,3,58.77,701
UNSTABLE,63434.22,143662,286921.18,Category C (Partnership/Proprietorship),4.63,297263.26,0,0,2,0,0,1,2,39.29,652
FLUCTUATING,52228.48,120532,241859.7,Category C (Partnership/Proprietorship),1.7,199389.44,0,0,4,1,1,0,4,14.93,673
STABLE,103309.61,288615,772227.29,Category A (MNC/Govt/PSU),1.77,20955.32,0,0,4,1,0,1,4,27.7,683
STABLE,62190.87,182068,359340.12,Category A (MNC/Govt/PSU),0.92,506670.72,0,0,2,1,0,0,3,82.14,684
STABLE,65324.65,130127,149367.68,Category C (Partnership/Proprietorship),5.2,8687.85,0,0,0,0,0,0,0,43.23,664
STABLE,68848.21,155256,324080.24,Category A (MNC/Govt/PSU),3.7,266676.19,0,0,0,0,0,0,1,72.76,729
UNSTABLE,20221.42,48907,76379.11,Category B (Private Ltd),19.77,216743.68,0,0,5,1,1,1,6,21.53,652
FLUCTUATING,48830.01,136190,145455.43,Category B (Private Ltd),4.31,381398.25,2,0,5,1,1,1,5,51.04,598
FLUCTUATING,90340.83,186361,558098.03,Category A (MNC/Govt/PSU),4.98,11999.67,0,0,4,1,1,1,4,25.04,636
UNSTABLE,42907.55,112601,323701.2,Category A (MNC/Govt/PSU),6.47,304947.74,0,0,5,1,1,1,6,72.04,641
FLUCTUATING,99821.72,177182,496558.78,Category B (Private Ltd),5.77,15267.93,0,0,4,1,0,1,4,87.07,541
STABLE,42699.27,106931,183053.14,Category A (MNC/Govt/PSU),1.64,465811.31,0,0,2,0,0,1,3,30.01,772
FLUCTUATING,61391.59,124911,159082.49,Category A (MNC/Govt/PSU),0.54,94270.51,0,2,0,0,0,0,1,48.56,564
STABLE,129275.88,227507,253712.09,Category A (MNC/Govt/PSU),7.02,190980.58,0,0,1,0,0,0,1,84.06,660
STABLE,42372.17,107391,262234.33,Category C (Partnership/Proprietorship),13.58,375103.91,0,0,5,1,1,1,5,70.14,705
STABLE,155141.6,271056,622125.08,Category B (Private Ltd),8.43,781057.2,0,0,5,1,1,1,6,68.62,724
STABLE,132179.03,262980,411155.7,Category A (MNC/Govt/PSU),0.61,1083421.68,0,0,4,0,1,1,4,60.05,724
STABLE,51126.55,85623,205729.78,Category A (MNC/Govt/PSU),2.6,158510.93,0,0,1,0,0,1,2,84.58,696
STABLE,105920.85,180673,520530.01,Category C (Partnership/Proprietorship),1.25,230656.66,0,0,2,1,1,0,2,29.45,682
STABLE,109303.49,188615,351124.95,Unlisted,2.04,898714.57,0,0,3,0,1,1,3,50.31,707
STABLE,68650.33,151448,351281.95,Category B (Private Ltd),0.36,40186.41,0,0,4,1,0,1,4,89.89,636
STABLE,78651.17,140101,159324.72,Category A (MNC/Govt/PSU),16.4,12631.17,0,0,5,1,1,1,6,24.96,693
STABLE,58936.41,157904,415028.21,Category A (MNC/Govt/PSU),1.26,661031.89,0,0,0,0,0,0,1,85.26,697
STABLE,61516.68,123094,167629.25,Category B (Private Ltd),3.54,1606.2,0,0,0,0,0,0,0,47.16,654
STABLE,91449.19,276245,532380.57,Category B (Private Ltd),0.06,577039.68,0,0,5,1,1,1,6,90.3,664
STABLE,79708.59,176321,467538.1,Category C (Partnership/Proprietorship),8.85,2166.79,3,0,4,1,1,1,4,94.41,437
STABLE,83850.79,219773,656245.71,Category A (MNC/Govt/PSU),1.21,1072842.92,3,0,0,0,0,0,0,54.21,639
STABLE,54562.78,130184,156863.98,Category A (MNC/Govt/PSU),0.46,272902.18,1,0,5,1,1,1,6,48.67,714
STABLE,97528.73,170236,270344.89,Category A (MNC/Govt/PSU),0.54,267838.72,0,0,4,0,1,1,4,21.99,750
STABLE,85965.86,265693,704200.7,Category B (Private Ltd),5.53,943065.3,0,0,3,1,0,1,3,48.7,768
STABLE,132515.48,277466,752632.17,Category A (MNC/Govt/PSU),6.18,337511.66,1,0,2,0,1,0,2,23.91,689
STABLE,144520.17,252788,382064.51,Category C (Partnership/Proprietorship),6.2,13436.13,0,0,3,1,1,0,4,88.7,596
STABLE,49171.69,156031,167646.79,Category C (Partnership/Proprietorship),11.4,6579.85,0,0,4,0,1,1,4,67.88,598
STABLE,80696.97,151346,255067.25,Category B (Private Ltd),0.6,379394.87,0,0,2,0,0,1,2,92.96,674
FLUCTUATING,82418.32,198151,496676.07,Unlisted,0.12,246973.79,0,0,1,0,1,0,1,56.83,606
STABLE,42521.13,76771,125876.85,Category B (Private Ltd),3.18,155307.22,0,0,3,0,0,1,4,39.9,731
FLUCTUATING,67262.87,221540,613761.92,Category A (MNC/Govt/PSU),5.45,715231.41,0,0,4,1,1,0,4,63.37,665
FLUCTUATING,41141.91,85498,129795.22,Category C (Partnership/Proprietorship),0.89,7843.02,0,0,1,0,0,0,2,22.33,600
STABLE,110239.06,206150,229868.29,Category B (Private Ltd),5.08,99096.4,0,0,1,0,1,0,2,21.48,720
STABLE,99353.08,285048,590185.81,Unlisted,0.08,157780.36,0,0,3,1,0,1,4,78.2,657
STABLE,93673.99,221270,324971.19,Category B (Private Ltd),7.98,943339.01,0,0,3,0,1,1,4,72.77,722
UNSTABLE,100941.36,251856,417699.16,Category B (Private Ltd),9.27,1024930.57,0,0,1,0,0,1,2,13.33,674
STABLE,128976.09,242359,714648.15,Category A (MNC/Govt/PSU),6.07,846845.11,0,0,3,1,1,0,3,57.81,771
STABLE,65558.65,211416,238998.46,Category A (MNC/Govt/PSU),6.79,13957.83,0,0,1,0,0,0,1,83.62,632
FLUCTUATING,20222.19,58481,99145.96,Category B (Private Ltd),13.44,255234.76,0,0,3,1,1,0,3,70.21,665
STABLE,69293.17,184130,518271.18,Category B (Private Ltd),2.89,798694.76,0,0,4,1,1,0,4,73.15,718
FLUCTUATING,23861.22,68438,87465.96,Category B (Private Ltd),0.29,92771.64,0,0,4,1,0,1,4,24.49,638
STABLE,10853.89,30856,32595.68,Category B (Private Ltd),4.37,126131.18,0,0,0,0,0,0,0,93.66,674
STABLE,90732.18,208125,313402.57,Category C (Partnership/Proprietorship),0.14,635303.54,0,0,0,0,0,0,0,36.53,730
STABLE,23795.59,44902,124169.47,Category C (Partnership/Proprietorship),3.14,61198.09,0,0,5,1,1,1,5,76.08,637
STABLE,62188.02,107616,178286.21,Category A (MNC/Govt/PSU),3.12,9638.12,0,0,0,0,0,0,1,53.77,693
STABLE,25773.58,73266,183385.88,Category C (Partnership/Proprietorship),0.78,186186.64,0,0,0,0,0,0,0,22.07,725
FLUCTUATING,60612.86,131411,262425.2,Category A (MNC/Govt/PSU),5.02,437503.84,0,0,1,0,0,0,2,27.64,710
FLUCTUATING,70288.37,231935,515275.42,Category C (Partnership/Proprietorship),7.49,448291.03,1,0,5,1,1,1,5,38.66,634
STABLE,32829.23,69003,140804.67,Category A (MNC/Govt/PSU),6.92,106771.32,0,0,0,0,0,0,1,13.93,757
FLUCTUATING,34912.89,63756,69367.61,Category B (Private Ltd),0.23,292068.0,0,0,4,1,1,0,5,77.63,623
STABLE,119006.2,264536,772664.25,Category A (MNC/Govt/PSU),17.61,639048.82,0,0,4,1,1,1,4,12.8,766
UNSTABLE,21171.95,43430,59795.68,Category A (MNC/Govt/PSU),12.03,2579.19,0,0,2,0,0,1,2,38.24,598
STABLE,153245.44,279213,836561.94,Category C (Partnership/Proprietorship),4.08,19916.3,1,0,3,0,1,1,3,22.67,622
STABLE,70967.13,222601,612130.49,Category B (Private Ltd),2.01,354649.22,0,0,5,1,1,1,6,75.75,720
STABLE,92921.24,244024,447436.06,Category C (Partnership/Proprietorship),1.67,591015.61,0,0,5,1,1,1,6,83.9,630
FLUCTUATING,55514.37,117046,318631.47,Category C (Partnership/Proprietorship),1.65,30754.23,0,0,4,1,1,1,5,19.32,630
FLUCTUATING,18274.67,52852,119488.49,Category A (MNC/Govt/PSU),9.42,145318.58,0,0,3,1,0,1,3,34.76,708
STABLE,145720.47,280241,803589.74,Category A (MNC/Govt/PSU),11.56,1041774.69,0,0,0,0,0,0,0,11.65,778
STABLE,49205.75,134118,247998.31,Category A (MNC/Govt/PSU),1.2,12824.22,0,0,5,1,1,1,5,60.95,643
STABLE,27101.15,56589,160451.79,Category B (Private Ltd),6.23,259603.45,0,0,5,1,1,1,5,86.23,638
STABLE,51831.77,140317,243438.67,Category B (Private Ltd),1.32,390107.67,0,0,3,0,1,0,3,40.73,730
STABLE,7126.08,22236,63301.74,Category A (MNC/Govt/PSU),10.88,95186.14,0,0,4,1,1,1,4,28.1,711
STABLE,127185.29,242508,682730.96,Unlisted,2.23,1190874.61,1,0,0,0,0,0,1,48.17,661
STABLE,52606.27,102085,284739.62,Unlisted,4.81,7827.64,0,0,5,1,1,1,5,71.7,605
FLUCTUATING,150511.45,296304,451415.1,Unlisted,0.99,503947.98,0,0,0,0,0,0,1,80.73,582
STABLE,84461.27,206002,519923.41,Category A (MNC/Govt/PSU),1.89,4720.15,1,0,2,0,0,0,2,20.48,620
STABLE,100314.69,169135,236291.3,Category A (MNC/Govt/PSU),4.3,10861.98,1,0,1,0,0,0,1,84.45,578
STABLE,137277.49,282186,693730.35,Category A (MNC/Govt/PSU),3.51,1395188.2,0,0,3,1,1,1,3,20.23,743
FLUCTUATING,61953.05,120888,318633.63,Category B (Private Ltd),5.62,230419.41,0,0,1,0,1,0,1,30.46,685
STABLE,134026.11,261290,376309.54,Category A (MNC/Govt/PSU),14.62,896552.3,0,0,0,0,0,0,0,31.08,804
STABLE,67961.57,205422,389030.28,Unlisted,2.53,768972.74,0,0,0,0,0,0,0,63.18,696
UNSTABLE,34539.61,113146,255826.95,Category B (Private Ltd),4.38,7276.27,0,0,0,0,0,0,1,65.7,575
STABLE,142396.16,239645,707547.56,Category C (Partnership/Proprietorship),15.67,884864.18,0,0,1,0,0,0,2,51.62,746
STABLE,135813.62,297126,814120.11,Category A (MNC/Govt/PSU),6.2,356642.69,0,0,1,0,1,0,2,15.22,729
STABLE,77988.65,147816,344527.01,Category A (MNC/Govt/PSU),0.62,507956.66,0,0,1,0,0,0,2,72.16,721
STABLE,30663.75,95808,97471.46,Category A (MNC/Govt/PSU),10.62,465314.45,0,0,4,0,1,1,4,93.64,710
STABLE,50292.51,105011,197897.38,Category B (Private Ltd),4.88,209650.71,1,0,1,0,0,1,1,92.34,651
STABLE,84463.51,181444,283255.17,Unlisted,11.81,197215.56,0,0,3,1,1,0,4,28.49,695
UNSTABLE,67374.14,118768,138101.54,Category B (Private Ltd),7.47,8727.09,0,0,0,0,0,0,0,25.31,620
STABLE,135342.92,229864,529419.97,Category A (MNC/Govt/PSU),13.27,359993.37,0,0,1,0,0,1,1,53.97,777
FLUCTUATING,5983.81,17564,30384.82,Category A (MNC/Govt/PSU),4.6,1534.72,0,0,0,0,0,0,1,83.52,499
STABLE,40106.25,104957,202818.03,Unlisted,10.65,7881.73,1,0,4,1,1,1,4,67.82,594
STABLE,105224.54,196372,288525.41,Category B (Private Ltd),18.52,336962.97,0,0,3,0,0,1,3,38.17,776
STABLE,31401.71,101897,161482.31,Category A (MNC/Govt/PSU),4.02,501688.45,0,0,2,0,1,0,2,32.15,755
STABLE,4644.62,12948,22475.42,Category A (MNC/Govt/PSU),9.15,6520.86,0,0,1,1,0,0,1,54.73,681
STABLE,90447.86,152411,456471.71,Category C (Partnership/Proprietorship),2.59,291457.14,3,0,3,1,1,0,4,11.03,615
STABLE,90358.67,240395,499737.67,Category B (Private Ltd),2.74,859531.25,0,0,5,1,1,1,6,83.99,657
STABLE,24230.54,72525,183753.74,Category A (MNC/Govt/PSU),3.17,846.84,0,0,4,0,1,1,4,31.68,618
STABLE,21614.27,40907,68461.15,Category B (Private Ltd),8.81,9321.48,0,0,3,0,1,0,4,41.57,710
STABLE,78759.85,177831,182803.33,Category A (MNC/Govt/PSU),5.41,705866.9,0,0,2,0,0,0,2,94.08,708
FLUCTUATING,120776.51,239475,659043.66,Category A (MNC/Govt/PSU),1.79,758633.52,0,0,3,1,1,0,3,51.53,680
STABLE,8661.24,19707,31358.34,Category C (Partnership/Proprietorship),9.64,67111.82,0,0,1,1,0,0,1,12.48,681
FLUCTUATING,51200.8,97943,273473.03,Category A (MNC/Govt/PSU),6.45,72298.82,0,0,5,1,1,1,5,88.75,584
UNSTABLE,98493.93,217537,267941.21,Category B (Private Ltd),1.01,767260.49,0,0,4,1,0,1,4,16.92,646
UNSTABLE,3680.07,10678,22048.37,Category B (Private Ltd),12.79,9593.61,0,0,2,1,1,0,2,83.36,510
UNSTABLE,116631.23,256447,561243.65,Category A (MNC/Govt/PSU),7.19,22833.15,2,0,4,1,1,1,4,53.02,517
FLUCTUATING,134883.62,265178,611433.16,Category A (MNC/Govt/PSU),1.39,1067065.72,0,0,4,1,1,0,4,14.65,690
STABLE,79843.73,138081,345211.92,Category B (Private Ltd),0.82,332966.66,0,0,2,0,1,1,2,14.16,740
STABLE,112319.02,292278,711046.06,Category C (Partnership/Proprietorship),0.0,1134522.69,0,0,2,1,0,0,3,73.47,707
STABLE,88412.1,241948,375022.67,Category B (Private Ltd),2.31,5427.86,0,0,0,0,0,0,0,45.53,647
UNSTABLE,96489.14,251509,597630.11,Category B (Private Ltd),0.94,14901.02,0,0,1,0,0,1,1,75.02,559
UNSTABLE,18081.93,36907,83338.24,Category A (MNC/Govt/PSU),0.2,28118.37,0,0,1,0,0,1,2,63.16,583
STABLE,16854.17,38994,104826.79,Unlisted,3.34,55939.22,0,0,4,1,1,0,4,46.91,656
UNSTABLE,83226.86,200697,366972.16,Category A (MNC/Govt/PSU),1.34,701412.7,0,0,5,1,1,1,5,74.99,642
STABLE,154549.89,287176,649043.45,Category B (Private Ltd),5.17,838161.25,0,1,0,0,0,0,0,58.73,704
STABLE,19946.08,66057,171887.29,Category B (Private Ltd),3.68,103406.52,0,0,2,0,0,1,3,33.73,728
STABLE,80298.3,218872,586242.59,Category B (Private Ltd),9.4,628738.04,3,0,4,0,1,1,4,83.84,565
STABLE,66000.12,111277,328114.41,Category A (MNC/Govt/PSU),7.38,219212.9,0,0,1,0,0,0,2,74.71,763
STABLE,100239.3,280778,684689.12,Category B (Private Ltd),2.93,268104.96,1,0,3,1,0,1,3,71.05,664
STABLE,43666.51,78486,223006.21,Category A (MNC/Govt/PSU),1.81,90493.81,0,0,3,1,1,0,4,45.23,698
FLUCTUATING,9686.44,16504,17156.12,Category B (Private Ltd),0.55,16125.34,0,0,2,1,0,1,2,50.26,596
STABLE,60759.28,142143,218713.16,Category C (Partnership/Proprietorship),4.54,445184.28,0,0,3,1,0,0,4,78.9,703
STABLE,39002.96,120122,210287.46,Category A (MNC/Govt/PSU),3.69,122870.28,0,0,3,1,0,1,4,48.17,723
UNSTABLE,17183.33,38304,48631.45,Category C (Partnership/Proprietorship),4.4,92700.02,0,0,5,1,1,1,5,23.69,631
UNSTABLE,128300.01,296563,459309.12,Category A (MNC/Govt/PSU),14.5,12327.99,0,0,1,0,0,1,2,20.54,584
UNSTABLE,143385.44,278770,511701.11,Category A (MNC/Govt/PSU),2.32,997697.23,0,0,1,0,0,0,2,62.47,643
FLUCTUATING,42394.28,100196,207924.87,Category A (MNC/Govt/PSU),1.69,3581.63,0,0,1,0,0,0,1,24.72,600
STABLE,80957.47,139417,202844.94,Category B (Private Ltd),0.84,233754.98,0,0,0,0,0,0,0,76.23,718
STABLE,29730.09,94607,258385.92,Category A (MNC/Govt/PSU),13.35,173495.63,0,0,4,1,1,1,5,77.46,738
STABLE,91109.92,281359,500564.4,Category A (MNC/Govt/PSU),1.31,595825.13,0,0,0,0,0,0,0,16.96,760
STABLE,5240.67,10537,11896.75,Category A (MNC/Govt/PSU),1.63,28549.67,0,0,0,0,0,0,1,73.1,664
